##############################################################################################################################################
NUM     NAME              Gl     Gb     P0                   P1              DM          DIST   DIST_DM     AGE    BINARY   PSR               
#                       (deg)  (deg)  (s)                                (cm^#3 pc)     (kpc)  (kpc)       (Yr)   (type)   TYPE               
##############################################################################################################################################
2107  J1944+2236       58.90  -0.66  0.003617993078111     7.5E-21        185.45       8.46   8.46       7.68e+09 *       *                   
2108  B1942-00         38.57  -12.32 1.045632444772        5.3466E-16     59.71        3.53   3.53       3.1e+07  *       *                   
2109  J1945+07         45.75  -8.63  1.0739                *              62           3.47   3.47       *        *       *                   
2110  B1943+18         55.59  -3.00  1.06870769134         2.42E-16       217.7        12.77  12.77      7e+07    *       *                   

2111  J1946-1312       27.08  -18.18 0.491865489484        1.9866E-15     60           5.64   +5.64      3.92e+06 *       *                   
2112  B1944+17         55.33  -3.50  0.4406184769108       2.4092E-17     16.220       0.30   0.85       2.9e+08  *       *                   
2113  B1944+22         59.30  -1.07  1.33444985809         8.89E-16       140          7.09   7.09       2.38e+07 *       *                   
2114  J1946+24         60.31  -0.38  4.729                 *              96           4.84   4.84       *        *       RRAT                
2115  J1946+2535       61.81  0.28   0.51516705131         5.641E-15      248.81       9.58   9.58       1.45e+06 *       *                   

2116  J1946+2611       62.32  0.60   0.4350602546          2.197E-14      165          7.78   7.78       3.14e+05 *       *                   
2117  B1943-29         11.11  -24.12 0.959447931541        1.488340E-15   44.309       4.31   +4.31      1.02e+07 *       *                   
2118  J1946+3417       69.29  4.71   0.003170139227806     0.0000037E-1   110          6.41   6.41       1.36e+10 BT      *                   
2119  J1947+0915       47.71  -8.07  1.48074382424         4.78E-16       94           5.80   5.80       4.91e+07 *       *                   
2120  J1947+10         48.99  -7.31  1.110944              *              149          13.83  +13.83     *        *       *                   

2121  J1947+1957       56.99  -2.66  0.157508542541        0.5226E-15     185.8        9.51   9.51       4.78e+06 *       *                   
2122  J1947-4215       357.18 -27.71 1.798069              *              35           2.97   2.97       *        *       *                   
2123  J1948+2551       62.21  0.13   0.1966268136138       9.02244E-15    289.27       11.85  11.85      3.45e+05 *       *                   
2124  B1946+35         70.70  5.05   0.717311174076        7.06120E-15    129.075      7.87   7.87       1.61e+06 *       *                   
2125  J1949+2306       59.93  -1.42  1.31937338530         0.1231E-15     196.3        8.65   8.65       1.7e+08  *       *                   

2126  B1946-25         15.26  -23.38 0.957616630291        3.270565E-15   23.07        1.34   1.34       4.64e+06 *       *                   
2127  J1949+3106       66.86  2.55   0.0131381833437040    9.3913E-20     164.1264     7.78   7.78       2.22e+09 DD      *                   
2128  J1950+05         44.86  -10.55 0.455934              *              71           4.43   4.43       *        *       *                   
2129  J1951+1123       50.00  -7.74  5.0940830275          3.031E-15      31.29        1.66   1.66       2.66e+07 *       *                   
2130  B1949+14         52.51  -6.58  0.275025682520        1.2815E-16     31.46        1.66   1.66       3.4e+07  *       *                   

2131  J1952+2630       63.25  -0.38  0.020732360562672     4.2721E-18     315.338      13.67  13.67      7.69e+07 ELL1    *                   
2132  B1951+32         68.77  2.82   0.0395311928548       5.844803E-15   45.006       3.00   2.37       1.07e+05 *       HE[rbd+95,sof95]    
2133  J1953+1149       50.71  -8.08  0.8518902768          2.865E-15      140.03       12.53  +12.53     4.71e+06 *       *                   
2134  J1953+1846A      56.74  -4.56  0.004888              *              117          6.68   6.68       *        BT      *                   
2135  J1953+2732       64.20  0.06   1.33396499366         1.773E-15      195.4        7.86   7.86       1.19e+07 *       *                   

2136  J1954+2836       65.24  0.38   0.0927090547          2.1163E-14     *            *      *          6.94e+04 *       NRAD                
2137  B1952+29         65.92  0.77   0.4266767865302       1.711E-18      7.932        0.42   0.42       3.95e+09 *       *                   
2138  J1955+2527       62.74  -1.57  0.0048727658629793    9.12E-21       209.971      9.06   9.06       8.47e+09 *       *                   
2139  B1953+29         65.84  0.44   0.0061331665102401    2.9720E-20     104.501      5.39   5.39       3.27e+09 BT      *                   
2140  B1953+50         84.79  11.55  0.5189379874091       1.372366E-15   31.974       1.80   1.80       5.99e+06 *       *                   

2141  J1956+0838       48.29  -10.33 0.303910924347        2.199E-16      68.2         4.31   4.31       2.19e+07 *       *                   
2142  J1957+2831       65.52  -0.22  0.3076828651978       3.10989E-15    138.99       6.98   6.98       1.57e+06 *       *                   
2143  J1957+5033       84.58  11.01  0.3748062242          7.08E-15       *            *      *          8.39e+05 *       NRAD                
2144  J1958+2846       65.88  -0.35  0.29038924475         2.12038E-13    *            *      *          2.17e+04 *       NRAD                
2145  B1957+20         59.20  -4.70  0.00160740168480632   1.68515E-20    29.1168      1.53   1.53       1.51e+09 BT      HE[aaa+10g]         

2146  J1959+3620       72.44  3.44   0.40608118100         0.036E-15      273          29.32  +29.32     1.79e+08 *       *                   
2147  J2002+1637       56.00  -7.52  0.27649748362         2.25E-16       94.39        6.10   6.10       1.95e+07 *       *                   
2148  J2002+30         67.92  -0.19  0.421794              *              196          7.43   7.43       *        *       *                   
2149  B2000+32         69.26  0.88   0.6967605102          1.05139E-13    142.21       6.68   6.68       1.05e+05 *       *                   
2150  B2000+40         76.61  5.29   0.9050668203089       1.738783E-15   131.334      8.30   8.30       8.25e+06 *       *                   

2151  B2002+31         69.01  0.02   2.11126473382         7.45504E-14    234.820      8.00   8.94       4.49e+05 *       *                   
2152  J2004+3429       71.42  1.57   0.24095264193         206.825E-15    351          22.18  22.18      1.85e+04 *       *                   
2153  J2005-0020       41.33  -16.63 2.27966105858         2.56626E-14    35.93        2.16   2.16       1.41e+06 *       *                   
2154  J2005+3547       72.58  2.18   0.615033894871        0.2808E-15     401.6        30.00  +30.00     3.47e+07 *       *                   
2155  J2005+3552       72.71  2.14   0.30794290464         2.99E-15       455          30.00  +30.00     1.63e+06 *       *                   

2156  B2003-08         34.10  -20.30 0.580871337031        4.601E-17      32.39        2.01   2.01       2e+08    *       *                   
2157  J2006+3102       68.67  -0.53  0.16369523645         24.872E-15     107.16       5.58   5.58       1.04e+05 *       *                   
2158  J2007+0809       49.18  -12.79 0.32572436605         1.37E-16       53.9         3.44   3.44       3.77e+07 *       *                   
2159  J2007+0910       50.17  -12.43 0.4587348258074       0.33244E-15    48.6         2.93   2.93       2.19e+07 *       *                   
2160  J2007+2722       65.71  -2.70  0.024497388545933     9.611E-19      127.0        6.85   6.85       4.04e+08 *       *                   

2161  J2007+3120       69.04  -0.53  0.60820531457         15.604E-15     191.5        7.28   7.28       6.18e+05 *       *                   
2162  J2008+2513       64.05  -4.11  0.58919550332         5.395E-15      60.554       3.22   3.22       1.73e+06 *       *                   
2163  J2009+3326       71.10  0.12   1.43836860189         1.468E-15      263.6        10.73  10.73      1.55e+07 *       *                   
2164  J2010-1323       29.45  -23.54 0.005223271015190     0.482E-20      22.160       1.29   1.29       1.72e+10 *       *                   
2165  J2010+2845       67.21  -2.47  0.5653693451984       0.09072E-15    112.47       6.03   6.03       9.87e+07 *       *                   

2166  J2010+3230       70.39  -0.49  1.44244752060         3.616E-15      371.8        18.89  18.89      6.32e+06 *       *                   
2167  J2011+3331       71.32  -0.05  0.931733093470        1.7857E-15     298.58       12.95  12.95      8.27e+06 *       *                   
2168  J2012-2029       22.41  -26.70 0.54400187061         5.475E-16      37.67        3.92   +3.92      1.57e+07 *       *                   
2169  J2013-0649       36.17  -21.29 0.5801872690010       6.007E-16      63.36        4.85   +4.85      1.53e+07 *       *                   
2170  J2013+3058       69.48  -1.89  0.2760276934460       0.15194E-15    148.7        6.88   6.88       2.88e+07 *       *                   

2171  B2011+38         75.93  2.48   0.2301936138595       8.851045E-15   238.217      13.07  13.07      4.12e+05 *       *                   
2172  J2015+2524       65.03  -5.26  2.3032990816          5.1E-16        13           0.69   0.69       7.16e+07 *       *                   
2173  J2016+1948       60.52  -8.67  0.064940388241514     4.0063E-19     33.8148      1.83   1.83       2.57e+09 BT      *                   
2174  J2017+0603       48.62  -16.03 0.002896215815562     8.3E-21        23.918       1.32   1.32       5.53e+09 ELL1    HE                  
2175  J2017+2043       61.38  -8.27  0.537143086032        0.99555E-15    61.5         3.55   3.55       8.55e+06 *       *                   

2176  B2016+28         68.10  -3.98  0.5579534804225       1.481058E-16   14.172       0.98   0.75       5.97e+07 *       *                   
2177  J2018+3431       73.04  -0.84  0.3876640866385       1.83649E-15    222.35       8.79   8.79       3.34e+06 *       *                   
